"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Burdi, Nick",595897,"CHC","FF","4-Seamer",1,0,"41",70.7,"10","0.167","0.5","0.37",41.7,30,27.3,"0.074","0.112","0.267",50
"Patiño, Luis",672715,"CWS","CH","Changeup",2.6,1,"41",10.7,"10","0","0","0.07",64.3,70,41.2,"0.009","0.01","0.077",0
"Bummer, Aaron",607481,"CWS","FC","Cutter",-0.1,0,"116",10.6,"10","0.222","0.556","0.36",52.4,20,14.3,"0.327","0.579","0.42",28.6
"Cortes, Nestor",641482,"NYY","CH","Changeup",-6.6,-2,"30",2.8,"10","0.5","0.6","0.485",29.4,40,36.4,"0.355","0.408","0.332",16.7
"Cleavinger, Garrett",664076,"TB","SIFT","Sinker",1.1,1,"54",25.6,"10","0.167","0.167","0.37",21.7,10,7.1,"0.14","0.174","0.361",20
"McFarland, T.J.",519008,"NYM","SIFT","Sinker",-4.9,-1,"25",49,"10","0.444","0.556","0.465",28.6,20,20,"0.255","0.331","0.301",42.9
"Paddack, Chris",663978,"MIN","FF","4-Seamer",-1.5,-1,"35",44.3,"10","0.333","0.444","0.375",37.5,40,36.4,"0.227","0.259","0.263",40
"Kaprielian, James",621076,"OAK","CUKC","Curveball",0.6,0,"67",6.1,"10","0.444","0.778","0.517",23.5,10,14.3,"0.316","0.487","0.338",33.3
"Givens, Mychal",571710,"BAL","FF","4-Seamer",0,0,"46",51.7,"10","0.2","0.4","0.405",16.7,10,5.9,"0.481","0.588","0.525",60
"Gott, Trevor",641627,"NYM","CH","Changeup",-5.7,-2,"40",4.1,"10","0.444","0.667","0.5",7.7,10,8.3,"0.28","0.344","0.314",25
"Weber, Ryan",543901,"NYY","CH","Changeup",-1.5,0,"26",14.3,"10","0.3","0.6","0.38",35.3,30,37.5,"0.225","0.545","0.318",14.3
"Severino, Luis",622663,"NYY","SIFT","Sinker",2.3,1,"39",2.4,"10","0.111","0.111","0.16",15.8,20,25,"0.246","0.27","0.271",28.6
"Mushinski, Parker",656786,"HOU","SL","Slider",-1.5,-1,"38",14.9,"10","0.333","0.778","0.485",35,30,30,"0.261","0.707","0.43",33.3
"Merryweather, Julian",657240,"CHC","ST","Sweeper",-3.6,-1,"29",2.4,"10","0.2","0.6","0.325",30.8,40,17.4,"0.136","0.379","0.211",33.3
"Snider, Collin",676092,"KC","ST","Sweeper",-6,-2,"40",10.9,"10","0.3","0.9","0.49",18.8,30,17.6,"0.195","0.499","0.286",42.9
"Vespi, Nick",663989,"BAL","CUKC","Curveball",2.6,1,"35",17.3,"10","0.2","0.2","0.18",30,30,21.4,"0.209","0.351","0.239",28.6
"Speas, Alex",666208,"TEX","FC","Cutter",-5.1,-3,"58",89.2,"10","0.333","0.333","0.46",27.8,30,18.8,"0.288","0.352","0.45",33.3
"Miller, Tyson",668338,"LAD","CUKC","Curveball",-3.7,-1,"31",13.8,"10","0.143","0.143","0.3",63.6,30,30,"0.221","0.459","0.412",75
"Tapia, Domingo",593619,"SD","SL","Slider",-2.9,-1,"35",11,"10","0.222","0.667","0.395",29.4,10,5.9,"0.282","0.434","0.346",62.5
"Alcala, Jorge",660896,"MIN","SIFT","Sinker",1.5,1,"45",14.1,"10","0.143","0.143","0.3",0,10,16.7,"0.198","0.23","0.342",0
"Hedges, Austin",595978,"TEX","FA","N/A",-2.4,-1,"34",66.7,"10","0.333","0.778","0.485",13.3,10,14.3,"0.267","0.516","0.37",50
"Knehr, Reiss",663753,"SD","FF","4-Seamer",-14.1,-5,"34",27.6,"10","0.75","1.75","0.97",6.7,20,22.2,"0.566","1.256","0.752",83.3
"Lodolo, Nick",666157,"CIN","SIFT","Sinker",-2.6,-1,"34",5.3,"10","0.7","1","0.74",0,10,12.5,"0.475","0.836","0.555",22.2
"Turnbull, Spencer",605513,"DET","CH","Changeup",-1.9,-1,"60",10.8,"10","0.143","0.286","0.335",23.5,10,7.1,"0.329","0.371","0.424",16.7
"Wilson, Steven",621051,"SD","CH","Changeup",-14.3,-4,"30",3.2,"10","0.4","0.8","0.505",28.6,30,33.3,"0.271","0.413","0.291",28.6
"Allard, Kolby",663465,"ATL","FC","Cutter",-0.7,0,"44",22.1,"10","0.4","0.4","0.36",28.6,20,15.4,"0.325","0.383","0.309",37.5
"Fried, Max",608331,"ATL","ST","Sweeper",2.2,1,"55",4.4,"10","0.2","0.2","0.18",28.6,40,18.2,"0.151","0.171","0.142",0
"Carlton, Drew",656290,"SD","CH","Changeup",-1.6,-1,"35",10.6,"10","0.25","0.375","0.317",7.1,10,11.1,"0.245","0.311","0.29",37.5
"Cano, Yennier",666974,"BAL","FF","4-Seamer",2,1,"30",2.9,"10","0.111","0.222","0.195",46.2,60,33.3,"0.145","0.352","0.253",66.7
"May, Dustin",669160,"LAD","CH","Changeup",4.6,1,"32",4.3,"10","0.1","0.1","0.09",7.7,10,8.3,"0.33","0.434","0.329",55.6
"deGrom, Jacob",594798,"TEX","CH","Changeup",4.7,2,"40",8.9,"10","0.1","0.1","0.09",31.8,30,27.3,"0.193","0.309","0.219",28.6
"Murphy, Chris",669684,"BOS","ST","Sweeper",-2.1,-1,"43",4.9,"10","0.3","0.6","0.38",22.2,30,16.7,"0.264","0.61","0.364",28.6
"Faria, Jake",607188,"BOS","FF","4-Seamer",-4.8,-2,"49",75.4,"10","0.5","0.5","0.48",43.8,20,16.7,"0.321","0.43","0.405",60
"Pérez, Carlos",542208,"OAK","FA","N/A",-9,-4,"41",97.6,"10","0.5","1","0.645",0,0,0,"0.461","0.772","0.56",62.5
"Seabold, Connor",657756,"COL","CUKC","Curveball",-9,-3,"28",1.8,"10","0.5","0.6","0.485",23.1,20,11.1,"0.264","0.31","0.253",25
"Garrett, Reed",657585,"NYM","ST","Sweeper",-2.3,-1,"37",10.7,"10","0.4","0.5","0.395",35,20,16.7,"0.3","0.352","0.284",37.5
"Hunter, Tommy",488984,"NYM","CH","Changeup",-8.5,-2,"27",7.4,"10","0.333","1","0.555",11.8,10,8.3,"0.318","0.654","0.441",62.5
"Diaz, Jhonathan",646242,"LAA","CH","Changeup",-14.2,-4,"29",18.1,"10","0.625","0.875","0.59",6.7,0,0,"0.35","0.619","0.424",44.4
"Turnbull, Spencer",605513,"DET","CUKC","Curveball",-10.6,-4,"38",6.8,"10","0.5","0.8","0.555",23.5,20,15.4,"0.372","0.502","0.379",62.5
"Maeda, Kenta",628317,"MIN","CUKC","Curveball",-1.4,-1,"62",3.6,"10","0.333","0.667","0.45",6.3,0,0,"0.32","0.766","0.475",55.6
"González, Chi Chi",592346,"MIA","FF","4-Seamer",0.5,0,"28",37.3,"10","0.3","0.6","0.38",18.8,20,16.7,"0.239","0.443","0.291",75
"De León, José",592254,"MIN","SL","Slider",2.4,1,"39",13.7,"9","0.222","0.222","0.2",33.3,44.4,23.5,"0.201","0.231","0.188",20
"Sulser, Cole",642121,"AZ","CH","Changeup",-1.6,-1,"33",39.3,"9","0.143","0.143","0.256",53.3,22.2,15.4,"0.176","0.244","0.294",20
"Senga, Kodai",673540,"NYM","CUKC","Curveball",0.8,1,"78",2.8,"9","0.125","0.5","0.3",38.9,22.2,33.3,"0.17","0.43","0.298",33.3
"Brown, Hunter",686613,"HOU","ST","Sweeper",-5.1,-2,"46",1.7,"9","0.25","0.625","0.4",33.3,33.3,18.8,"0.219","0.388","0.309",80
"Hancock, Emerson",676106,"SEA","CH","Changeup",-3.7,-1,"25",12.9,"9","0.5","0.5","0.478",23.1,0,0,"0.378","0.425","0.398",25
"Rucinski, Drew",607968,"OAK","CUKC","Curveball",-12.1,-3,"25",7.1,"9","0.667","1","0.717",28.6,11.1,9.1,"0.5","0.56","0.466",12.5
"Neal, Zach",594943,"OAK","CUKC","Curveball",-4.8,-2,"45",9.7,"9","0.571","0.714","0.694",30.8,22.2,13.3,"0.411","0.501","0.462",20
"Dodd, Dylan",689266,"ATL","FC","Cutter",-9.1,-2,"27",4.8,"9","0.333","0.667","0.417",11.8,0,0,"0.402","0.689","0.467",77.8
"Vasquez, Andrew",607755,"DET","CUKC","Curveball",-1.3,-1,"43",5,"9","0.167","0.167","0.333",8.3,0,0,"0.367","1.025","0.619",83.3
"Miller, Brad",543543,"TEX","FA","N/A",-5.9,-2,"38",97.4,"9","0.333","0.833","0.478",7.1,0,0,"0.325","0.663","0.467",57.1
"Logue, Zach",656657,"DET","CH","Changeup",-7,-3,"36",20.8,"9","0.375","0.75","0.6",0,0,0,"0.509","0.744","0.56",37.5
"Knehr, Reiss",663753,"SD","SL","Slider",4.9,1,"27",22,"9","0","0","0",18.2,11.1,12.5,"0.178","0.276","0.198",37.5
"Rodón, Carlos",607074,"NYY","CUKC","Curveball",-4.8,-4,"74",6.5,"9","0.375","1.25","0.661",21.1,22.2,20,"0.266","0.77","0.459",50
"Hernández, Daysbel",678226,"ATL","SL","Slider",-5.3,-2,"43",51.8,"9","0.625","1","0.7",33.3,22.2,14.3,"0.369","0.47","0.405",50
"Saucedo, Tayler",642048,"SEA","FF","4-Seamer",-1.8,0,"18",2.3,"9","0.333","0.333","0.433",44.4,33.3,33.3,"0.275","0.315","0.406",0
"Butto, José",676130,"NYM","CUKC","Curveball",1.8,1,"38",5.2,"9","0.111","0.111","0.1",28.6,22.2,22.2,"0.198","0.298","0.213",42.9
"Suarez, José",660761,"LAA","SIFT","Sinker",-2.5,-1,"28",4.5,"9","0.375","0.75","0.5",7.7,11.1,33.3,"0.302","0.654","0.434",28.6
"Tapia, Domingo",593619,"SD","CH","Changeup",2.1,1,"31",9.7,"9","0.111","0.222","0.139",29.4,22.2,18.2,"0.168","0.245","0.179",28.6
"Gillaspie, Logan",670810,"BAL","SL","Slider",-2.7,-1,"49",25.7,"9","0.375","0.5","0.417",25,22.2,14.3,"0.272","0.384","0.329",50
"Hudson, Daniel",543339,"LAD","SL","Slider",-0.9,0,"32",50,"9","0.286","0.429","0.394",50,33.3,18.8,"0.113","0.207","0.262",0
"Brosseau, Mike",670712,"MIL","FA","N/A",-7.4,-2,"28",93.3,"9","0.125","0.5","0.3",6.3,0,0,"0.308","0.676","0.444",37.5
"Kolarek, Adam",592473,"NYM","SL","Slider",5.4,1,"19",22.9,"9","0","0","0.078",37.5,44.4,33.3,"0.108","0.124","0.167",0
"Cruz, Fernando",518585,"CIN","SL","Slider",3.4,2,"51",4.6,"9","0.125","0.125","0.178",45.5,22.2,25,"0.17","0.203","0.226",16.7
"Gomber, Austin",596295,"COL","SIFT","Sinker",-3.7,-1,"27",1.3,"9","0.333","0.833","0.556",16.7,0,,"0.622","1.253","0.761",66.7
"Santana, Dennis",642701,"NYM","FF","4-Seamer",3.2,2,"51",23.1,"9","0.125","0.125","0.178",32,22.2,9.1,"0.236","0.475","0.344",33.3
"Burleson, Alec",676475,"STL","FA","N/A",-11.1,-4,"38",84.4,"9","0.667","1","0.722",13,0,0,"0.437","0.839","0.537",44.4
"Kuhnel, Joel",669270,"HOU","CH","Changeup",-11.2,-3,"30",15.4,"9","0.556","1","0.661",16.7,0,0,"0.434","0.819","0.527",22.2
"Santillan, Tony",663574,"CIN","SL","Slider",-9,-3,"32",54.2,"9","0.5","0.667","0.572",22.2,0,0,"0.511","0.591","0.558",16.7
"Ríos, Yacksel",605441,"OAK","FF","4-Seamer",-11.5,-5,"42",67.7,"9","0.4","1","0.633",37.5,22.2,20,"0.27","0.733","0.541",33.3
"Tarnok, Freddy",676206,"OAK","CH","Changeup",3.8,1,"35",12.2,"9","0","0","0.156",52.9,44.4,40,"0.056","0.07","0.198",0
"Kriske, Brooks",621139,"KC","FF","4-Seamer",3.4,1,"27",29.3,"9","0.143","0.571","0.3",0,11.1,33.3,"0.282","0.703","0.399",42.9
"Kahnle, Tommy",592454,"NYY","SIFT","Sinker",4.1,1,"36",5.3,"9","0","0","0.078",28.6,44.4,57.1,"0.076","0.123","0.154",25
"Howard, Spencer",675921,"TEX","SL","Slider",1.9,1,"41",51.2,"9","0.125","0.125","0.178",41.2,11.1,7.7,"0.063","0.07","0.133",0
"Manning, Matt",666159,"DET","CH","Changeup",1.7,1,"42",3.6,"9","0.111","0.111","0.1",6.3,0,0,"0.384","0.772","0.487",55.6
"White, Owen",669391,"TEX","FC","Cutter",-6.8,-2,"27",39.7,"9","0.286","0.714","0.478",26.7,22.2,50,"0.13","0.277","0.291",20
"Overton, Connor",656818,"CIN","SL","Slider",0.8,0,"36",18,"9","0.333","0.333","0.3",52.6,44.4,30.8,"0.202","0.232","0.192",40
"Jarvis, Bryce",686826,"AZ","CH","Changeup",1.1,0,"43",11.6,"9","0.143","0.143","0.178",20,11.1,7.7,"0.239","0.28","0.251",42.9
"Scholtens, Jesse",669947,"CWS","CH","Changeup",0.2,0,"50",3.5,"9","0.111","0.111","0.1",15.4,0,0,"0.335","0.578","0.384",44.4
"Cease, Dylan",656302,"CWS","CH","Changeup",1.2,1,"99",3,"9","0.111","0.111","0.1",53.8,33.3,12,"0.168","0.235","0.171",16.7
"Long, Sam",669674,"OAK","FS","Splitter",-0.5,0,"42",5.4,"9","0.375","0.375","0.378",28.6,11.1,12.5,"0.327","0.425","0.366",57.1
"Domínguez, Seranthony",622554,"PHI","CH","Changeup",-5.1,-2,"34",4,"9","0.375","0.5","0.417",15.4,0,0,"0.256","0.373","0.319",62.5
"Bowman, Matt",621199,"NYY","FF","4-Seamer",-5.8,-2,"43",51.8,"9","0.5","0.875","0.6",5.3,0,0,"0.344","0.663","0.461",25
"Morris, Cody",663752,"CLE","FF","4-Seamer",1,1,"63",38.2,"9","0.333","0.667","0.422",33.3,22.2,13.3,"0.279","0.554","0.349",57.1
"Joyce, Ben",690829,"LAA","SL","Slider",-0.4,0,"40",19.8,"9","0.286","0.286","0.356",31.3,22.2,14.3,"0.219","0.243","0.313",20
"Parsons, Wes",641149,"TOR","SL","Slider",-6.8,-2,"35",39.3,"9","0.571","0.571","0.556",37.5,22.2,16.7,"0.388","0.453","0.443",20
"Hartlieb, Geoff",664129,"MIA","FF","4-Seamer",1.6,0,"25",37.9,"9","0.143","0.143","0.256",20,22.2,25,"0.146","0.197","0.271",40
"Ward, Thaddeus",663658,"WSH","FF","4-Seamer",1.1,0,"34",5,"9","0.125","0.125","0.178",26.7,55.6,22.7,"0.049","0.068","0.122",66.7
"Allard, Kolby",663465,"ATL","CUKC","Curveball",0.7,0,"47",23.6,"9","0.222","0.333","0.239",31.6,22.2,20,"0.267","0.374","0.275",42.9
"Sanmartin, Reiver",665665,"CIN","SL","Slider",-3.9,-2,"50",16.1,"9","0.333","1","0.644",23.5,33.3,20,"0.226","0.643","0.355",33.3
"Zimmermann, Bruce",669145,"BAL","CUKC","Curveball",-7.2,-2,"28",13,"9","0.333","0.778","0.461",20,33.3,27.3,"0.151","0.382","0.224",33.3
"Colomé, Alex",517008,"CWS","FC","Cutter",-0.9,0,"32",51.6,"9","0.125","0.25","0.417",33.3,22.2,14.3,"0.177","0.213","0.234",33.3
"Crowe, Wil",640444,"PIT","FF","4-Seamer",-0.4,0,"49",27.4,"9","0.2","0.2","0.411",8.3,11.1,11.1,"0.391","0.523","0.534",50
"Duarte, Daniel",650960,"CIN","CH","Changeup",-0.9,0,"40",7,"9","0.222","0.222","0.2",15,11.1,4.5,"0.129","0.142","0.12",12.5
"Bass, Anthony",542914,"TOR","FF","4-Seamer",-6.9,-2,"26",8,"9","0.625","0.75","0.617",13.3,0,0,"0.517","0.596","0.514",75
"McMillon, John",669111,"KC","SL","Slider",3.4,1,"32",58.2,"9","0","0","0",75,88.9,61.5,"0.053","0.06","0.048",100
"De Jong, Chase",608328,"PIT","FS","Splitter",-4.4,-1,"26",11.6,"9","0.286","0.714","0.4",13.3,11.1,12.5,"0.24","0.605","0.353",14.3
"Bolton, Cody",675989,"PIT","CH","Changeup",-3,-2,"75",16.5,"9","0.25","0.5","0.4",21.4,22.2,10.5,"0.267","0.478","0.365",33.3
"Smeltzer, Devin",656970,"MIA","ST","Sweeper",-8.3,-3,"41",11.4,"9","0.444","0.889","0.561",21.4,11.1,7.1,"0.241","0.512","0.32",25
"Bowman, Matt",621199,"NYY","CUKC","Curveball",0.1,0,"27",32.5,"9","0.25","0.375","0.239",20,22.2,25,"0.334","0.504","0.337",28.6
"Kay, Anthony",641743,"NYM","ST","Sweeper",-8.4,-3,"32",13.2,"9","0.25","0.625","0.4",50,55.6,33.3,"0.271","0.46","0.35",100
"Busenitz, Alan",641427,"CIN","FF","4-Seamer",-0.2,0,"39",36.4,"9","0.222","0.333","0.239",26.1,22.2,11.1,"0.336","0.501","0.366",71.4
"Woodford, Jake",663765,"STL","FC","Cutter",-1.8,-1,"51",5.6,"9","0.5","0.625","0.517",16.7,11.1,7.1,"0.233","0.359","0.306",57.1
"Ray, Robbie",592662,"SEA","SL","Slider",4.8,2,"33",36.3,"9","0","0","0.078",20,22.2,14.3,"0.084","0.201","0.22",50
"White, Mitch",669952,"TOR","ST","Sweeper",7.8,2,"23",9.1,"9","0","0","0",40,55.6,35.7,"0.026","0.033","0.027",0
"Parsons, Wes",641149,"TOR","SIFT","Sinker",-2.4,-1,"24",27,"9","0.375","0.75","0.5",0,11.1,50,"0.327","0.575","0.417",57.1
"Barraclough, Kyle",607457,"BOS","SIFT","Sinker",-0.3,0,"35",22.4,"9","0.333","0.5","0.472",0,0,0,"0.486","0.869","0.622",50
"Garcia, Luis",677651,"HOU","CH","Changeup",-0.3,0,"27",5.8,"9","0.222","0.333","0.239",38.5,33.3,27.3,"0.165","0.188","0.155",0
"Snider, Collin",676092,"KC","FF","4-Seamer",5.4,2,"39",10.6,"9","0","0","0.078",11.8,0,0,"0.178","0.211","0.23",0
"Bukauskas, J.B.",656266,"MIL","SL","Slider",0.3,0,"44",43.6,"9","0.286","0.286","0.356",36.8,44.4,20,"0.184","0.209","0.288",0
"Herrera, Jose",645444,"AZ","FA","N/A",-4.5,-1,"28",73.7,"8","0.5","0.625","0.494",6.3,0,0,"0.321","0.427","0.319",50
"Wright, Kyle",657140,"ATL","CH","Changeup",-0.8,0,"36",6.3,"8","0","0","0.263",9.1,12.5,10,"0.184","0.313","0.393",50
"Luetge, Lucas",476595,"ATL","CUKC","Curveball",2.3,1,"38",13.3,"8","0","0","0",46.7,87.5,22.6,"0.001","0.001","0.001",0
"Smeltzer, Devin",656970,"MIA","FC","Cutter",1.4,0,"18",5,"8","0.25","0.375","0.269",11.1,25,66.7,"0.298","0.341","0.28",0
"De Jesus, Enmanuel",646241,"MIA","SL","Slider",-9.2,-3,"28",20.6,"8","0.286","0.429","0.356",36.4,25,18.2,"0.219","0.46","0.337",60
"Bradley, Archie",605151,"MIA","SIFT","Sinker",-1.4,-1,"43",28.9,"8","0.25","0.5","0.313",23.5,25,28.6,"0.207","0.249","0.197",33.3
"Rogers, Trevor",669432,"MIA","SL","Slider",0.5,0,"42",12.7,"8","0.143","0.143","0.2",25,25,9.1,"0.153","0.195","0.222",0
"Lopez, José",673111,"TB","FF","4-Seamer",-6.1,-2,"34",66.7,"8","0.429","0.571","0.469",15.4,12.5,14.3,"0.342","0.45","0.388",50
"Castano, Daniel",641447,"MIA","FC","Cutter",0.5,0,"27",39.1,"8","0.167","0.167","0.4",23.1,25,33.3,"0.151","0.185","0.286",0
"Winder, Josh",680739,"MIN","CUKC","Curveball",-0.1,0,"53",9.5,"8","0.286","0.429","0.269",11.8,12.5,6.7,"0.231","0.414","0.346",57.1
"Paddack, Chris",663978,"MIN","CH","Changeup",0,0,"29",36.7,"8","0.25","0.625","0.363",36.8,37.5,33.3,"0.257","0.625","0.367",40
"Ortega, Oliver",661383,"MIN","FF","4-Seamer",0.5,0,"53",22.2,"8","0.167","0.667","0.425",22.7,12.5,8.3,"0.297","0.811","0.515",60
"Civale, Aaron",650644,"TB","FS","Splitter",-8.5,-3,"34",1.7,"8","0.5","0.625","0.606",18.2,12.5,10,"0.362","0.452","0.353",14.3
"Chavez, Jesse",445926,"ATL","CUKC","Curveball",5.1,2,"33",5.7,"8","0.125","0.125","0.113",61.1,62.5,27.8,"0.05","0.055","0.045",33.3
"Coonrod, Sam",656322,"NYM","FF","4-Seamer",3.2,1,"25",17,"8","0","0","0.35",62.5,37.5,21.4,"0.017","0.018","0.357",0
"Coonrod, Sam",656322,"NYM","SL","Slider",0.2,0,"44",29.9,"8","0","0","0.175",10,0,0,"0.115","0.136","0.258",33.3
"Uceta, Edwin",670955,"NYM","SIFT","Sinker",4,1,"24",47.1,"8","0","0","0.175",36.4,37.5,33.3,"0.023","0.073","0.203",33.3
"Nittoli, Vinny",657697,"NYM","SL","Slider",16.1,3,"20",37,"8","0","0","0.088",18.2,25,50,"0.12","0.36","0.261",40
"Rodríguez, Dereck",605446,"ATL","CH","Changeup",-21.1,-5,"22",22.7,"8","0.5","1.667","0.831",36.4,12.5,11.1,"0.402","1.339","0.708",60
"McHugh, Collin",543521,"ATL","FF","4-Seamer",-0.9,0,"40",3.9,"8","0.375","0.375","0.338",28,12.5,7.1,"0.468","0.587","0.455",57.1
"Stephens, Jackson",623451,"ATL","CUKC","Curveball",1.1,1,"44",19.5,"8","0.143","0.143","0.129",19,12.5,7.7,"0.255","0.327","0.248",28.6
"Reid-Foley, Sean",656887,"NYM","SL","Slider",-2.4,-1,"26",15.9,"8","0.143","0.286","0.356",14.3,25,40,"0.171","0.403","0.298",40
"Hunter, Tommy",488984,"NYM","FF","4-Seamer",1.6,0,"29",7.9,"8","0.143","0.143","0.2",14.3,25,10,"0.297","0.451","0.369",60
"Daniel, Davis",669721,"LAA","CUKC","Curveball",3.1,1,"38",17.4,"8","0.143","0.286","0.244",16.7,12.5,8.3,"0.202","0.264","0.264",16.7
"Reyes, Gerardo",622103,"LAA","SIFT","Sinker",-8.8,-2,"28",13,"8","0.143","0.571","0.45",8.3,12.5,33.3,"0.306","0.702","0.46",33.3
"Rodón, Carlos",607074,"NYY","CH","Changeup",-0.3,0,"47",4.1,"8","0","0","0.175",38.9,25,16.7,"0.085","0.1","0.234",25
"Ingram, Kolton",688427,"LAA","FC","Cutter",-9.5,-2,"25",25,"8","0.625","1.5","0.881",27.3,12.5,50,"0.431","1.045","0.615",85.7
"Loáisiga, Jonathan",642528,"NYY","CH","Changeup",-7.3,-2,"23",9.7,"8","0.375","0.75","0.475",18.2,25,20,"0.321","0.614","0.395",33.3
"Marte, José",665896,"LAA","FC","Cutter",-4.6,-2,"36",20.8,"8","0.375","0.5","0.381",31.3,25,25,"0.202","0.338","0.23",50
"Estes, Joey",683155,"OAK","SL","Slider",2.9,1,"28",17,"8","0","0","0.313",33.3,25,25,"0.106","0.13","0.178",60
"Estes, Joey",683155,"OAK","CH","Changeup",1.2,0,"30",18.2,"8","0.25","0.625","0.363",26.7,12.5,12.5,"0.298","0.675","0.407",14.3
"Krehbiel, Joey",607216,"BAL","FF","4-Seamer",1.5,1,"40",50,"8","0.125","0.5","0.25",15.4,37.5,33.3,"0.234","0.524","0.318",40
"Dubin, Shawn",681869,"HOU","CH","Changeup",0.1,0,"26",15.1,"8","0.25","0.25","0.225",41.2,50,36.4,"0.276","0.329","0.26",100
"Scott, Tayler",605463,"OAK","FF","4-Seamer",-1.5,0,"29",8.6,"8","0.167","0.167","0.288",28.6,37.5,15,"0.091","0.13","0.248",33.3
"Lucas, Easton",687922,"OAK","FC","Cutter",0.5,0,"26",17.6,"8","0.286","0.429","0.356",26.7,12.5,12.5,"0.325","0.429","0.371",33.3
"Coulombe, Danny",543056,"BAL","CH","Changeup",-10.6,-2,"19",2.3,"8","0.625","1.125","0.744",25,12.5,11.1,"0.402","0.967","0.573",42.9
"Nelson, Nick",656793,"PHI","CH","Changeup",4.2,1,"35",50.7,"8","0","0","0.088",35,37.5,25,"0.177","0.203","0.235",0
"Bristo, Braden",668754,"DET","ST","Sweeper",-0.5,0,"18",15.8,"8","0.286","0.286","0.313",22.2,12.5,12.5,"0.184","0.205","0.244",0
"Holton, Tyler",663947,"DET","CUKC","Curveball",-1.7,-1,"43",3.6,"8","0.125","0.5","0.25",25,12.5,5.3,"0.322","0.545","0.372",42.9
"Zimmermann, Bruce",669145,"BAL","SIFT","Sinker",1.6,0,"30",14,"8","0.429","0.429","0.45",16.7,0,,"0.48","0.557","0.404",75
"Padilla, Nicholas",656820,"CWS","ST","Sweeper",-8.3,-2,"30",30,"8","0.5","1","0.631",46.2,37.5,23.1,"0.407","0.745","0.488",40
"García, Deivi",665620,"CWS","CUKC","Curveball",-1.7,-1,"35",12.1,"8","0.25","0.25","0.313",18.2,25,22.2,"0.234","0.445","0.375",50
"Shaw, Bryan",543766,"CWS","CH","Changeup",0.9,0,"21",2.7,"8","0.143","0.143","0.2",30,37.5,27.3,"0.28","0.311","0.316",0
"Santos, Gregory",666619,"CWS","FF","4-Seamer",2.9,1,"22",2.1,"8","0.25","0.25","0.225",8.3,0,0,"0.323","0.422","0.314",50
"Mayers, Mike",594577,"KC","CUKC","Curveball",-5.3,-2,"29",6.4,"8","0.286","0.714","0.45",37.5,37.5,50,"0.214","0.408","0.317",50
"Mayers, Mike",594577,"KC","FC","Cutter",1.7,1,"42",9.2,"8","0.5","0.625","0.494",18.5,0,0,"0.537","0.624","0.507",12.5
"Ray, Robbie",592662,"SEA","FF","4-Seamer",-1.5,-1,"51",56,"8","0.5","0.5","0.575",23.8,12.5,6.7,"0.229","0.249","0.456",33.3
"Hancock, Emerson",676106,"SEA","SIFT","Sinker",2.6,1,"27",13.9,"8","0.25","0.25","0.225",13.3,12.5,12.5,"0.229","0.258","0.215",42.9
"Flexen, Chris",623167,"COL","CUKC","Curveball",4.2,2,"40",2.3,"8","0.125","0.125","0.113",35.7,25,25,"0.122","0.171","0.126",16.7
"Brash, Matt",666374,"SEA","FC","Cutter",-0.5,0,"53",4.1,"8","0.429","0.429","0.425",27.3,25,15.4,"0.37","0.4","0.383",0
"Senzatela, Antonio",622608,"COL","SL","Slider",1.4,0,"33",27.5,"8","0.286","0.429","0.356",8.3,25,18.2,"0.333","0.704","0.477",60
"Heasley, Jonathan",669169,"KC","CH","Changeup",-10,-2,"23",10.4,"8","0.714","1.286","0.744",26.7,0,0,"0.561","0.951","0.611",62.5
"Cruz, Steven",674444,"KC","FC","Cutter",-6.9,-1,"18",7.4,"8","0.429","0.714","0.513",9.1,0,0,"0.403","0.662","0.485",57.1
"Woodford, Jake",663765,"STL","CH","Changeup",0.8,0,"37",4.1,"8","0.167","0.167","0.288",18.2,12.5,9.1,"0.271","0.305","0.364",40
"Justice, Evan",687145,"COL","SL","Slider",5.5,2,"40",23.7,"8","0","0","0",18.8,25,18.2,"0.041","0.081","0.05",16.7
"Bowlan, Jonathan",680742,"KC","FF","4-Seamer",0.2,0,"22",39.3,"8","0.25","0.625","0.363",23.1,25,20,"0.164","0.48","0.267",16.7
"Gaddis, Hunter",683769,"CLE","FC","Cutter",-2.5,-1,"26",3.8,"8","0.333","0.333","0.4",23.1,25,22.2,"0.202","0.293","0.341",25
"Bradford, Cody",674003,"TEX","CUKC","Curveball",-12.2,-3,"22",2.3,"8","0.5","0.875","0.588",20,0,0,"0.589","1.175","0.747",75
"Smith, Will",519293,"TEX","CUKC","Curveball",-1.8,-1,"70",8.1,"8","0.375","0.5","0.381",47.4,12.5,12.5,"0.446","0.585","0.445",85.7
"Santillan, Tony",663574,"CIN","FF","4-Seamer",3.6,1,"27",45.8,"8","0.143","0.286","0.244",11.1,12.5,33.3,"0.327","0.595","0.428",50
"Antone, Tejay",622088,"CIN","CUKC","Curveball",0.8,0,"36",40,"8","0.143","0.286","0.244",14.3,37.5,21.4,"0.119","0.332","0.25",50
