"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Peralta, Wandy",593974,"NYY","FF","4-Seamer",4.1,2,"49",5.6,"14","0","0","0.1",41.7,50,36.8,"0.107","0.236","0.222",40
"Hanifee, Brenan",669724,"DET","SIFT","Sinker",2.2,1,"48",53.9,"14","0.286","0.5","0.336",0,14.3,16.7,"0.27","0.498","0.324",41.7
"Thornton, Trent",663423,"SEA","CUKC","Curveball",-2.5,-1,"48",10.5,"14","0.462","0.538","0.461",19,21.4,11.5,"0.324","0.41","0.347",60
"Assad, Javier",665871,"CHC","CH","Changeup",-2.3,-2,"68",4,"14","0.357","0.571","0.396",29.2,21.4,15,"0.302","0.466","0.333",27.3
"Gipson-Long, Sawyer",687830,"DET","SIFT","Sinker",4.6,3,"63",18.8,"14","0.083","0.167","0.189",25.8,21.4,25,"0.227","0.356","0.315",44.4
"Hancock, Emerson",676106,"SEA","SL","Slider",2.7,1,"52",26.8,"14","0.214","0.214","0.193",14.3,14.3,10,"0.186","0.269","0.198",33.3
"Plesac, Zach",668676,"CLE","CH","Changeup",-6.2,-4,"57",15.4,"14","0.385","0.846","0.529",13.6,14.3,10,"0.309","0.53","0.381",27.3
"Overton, Connor",656818,"CIN","FF","4-Seamer",-0.9,0,"55",27.5,"14","0.308","0.615","0.411",24,21.4,21.4,"0.268","0.508","0.353",20
"Bieber, Shane",669456,"CLE","CH","Changeup",-3.3,-2,"68",3.5,"14","0.5","0.571","0.539",8.3,0,0,"0.46","0.538","0.437",57.1
"Alzolay, Adbert",640470,"CHC","ST","Sweeper",0.8,0,"42",4.4,"14","0.286","0.357","0.282",29.2,35.7,17.2,"0.164","0.2","0.158",0
"Finnegan, Kyle",640448,"WSH","SL","Slider",-5.1,-3,"58",5.2,"13","0.417","0.833","0.538",24,7.7,4.5,"0.378","0.918","0.551",45.5
"Acevedo, Domingo",642758,"OAK","CH","Changeup",-0.5,0,"34",19.4,"13","0.308","0.462","0.331",15.8,15.4,16.7,"0.263","0.479","0.313",36.4
"Kuhl, Chad",641771,"WSH","FF","4-Seamer",-3.9,-2,"58",7.5,"13","0.333","0.444","0.519",5.9,0,0,"0.295","0.389","0.421",44.4
"Then, Juan",672730,"SEA","CH","Changeup",-0.7,0,"37",22.2,"13","0.308","0.846","0.473",13.3,23.1,30,"0.275","0.455","0.309",50
"Barlow, Joe",669618,"TEX","FF","4-Seamer",2.7,1,"53",36.1,"13","0.333","0.417","0.358",13,7.7,16.7,"0.259","0.464","0.337",45.5
"Saucedo, Tayler",642048,"SEA","CUKC","Curveball",0.2,0,"46",5.8,"13","0.182","0.273","0.273",20,38.5,23.8,"0.228","0.439","0.345",50
"Reyes, Denyi",660593,"NYM","SIFT","Sinker",-0.3,0,"40",11,"13","0.333","0.5","0.417",7.1,7.7,9.1,"0.214","0.345","0.276",27.3
"Senzatela, Antonio",622608,"COL","FF","4-Seamer",-4.1,-2,"52",43.3,"13","0.25","1","0.515",22.2,15.4,14.3,"0.371","1.024","0.588",50
"Logue, Zach",656657,"DET","CUKC","Curveball",0.6,0,"39",22.5,"13","0.231","0.308","0.235",35.7,30.8,40,"0.159","0.209","0.158",0
"Little, Luke",681432,"CHC","ST","Sweeper",4.1,2,"55",40.7,"13","0.091","0.091","0.177",56,53.8,29.2,"0.146","0.16","0.221",25
"Bazardo, Eduard",660825,"SEA","FF","4-Seamer",-1.4,-1,"67",24.8,"13","0.1","0.4","0.315",28,15.4,11.1,"0.22","0.612","0.428",37.5
"Covey, Dylan",592229,"PHI","CH","Changeup",4.4,2,"43",5.9,"13","0.154","0.154","0.15",16.7,15.4,11.1,"0.279","0.316","0.259",27.3
"Pérez, Francisco",660906,"OAK","CH","Changeup",-5.5,-3,"58",18.8,"13","0.333","0.667","0.475",25.8,7.7,8.3,"0.256","0.378","0.306",9.1
"Harris, Hobie",665048,"WSH","FC","Cutter",3.2,2,"54",15.4,"13","0.167","0.25","0.219",9.1,0,0,"0.227","0.279","0.255",25
"Stewart, Brock",592779,"MIN","SIFT","Sinker",6.3,3,"47",10.7,"13","0.167","0.167","0.283",36.7,15.4,33.3,"0.126","0.141","0.169",20
"Wicks, Jordan",696136,"CHC","FC","Cutter",-1.1,-1,"58",9.9,"13","0.444","0.667","0.533",26.1,7.7,14.3,"0.305","0.391","0.401",44.4
"Steele, Justin",657006,"CHC","SIFT","Sinker",1.4,1,"48",1.8,"13","0.25","0.333","0.288",16.7,15.4,18.2,"0.301","0.349","0.319",40
"Hill, Tim",657612,"SD","SL","Slider",-5.2,-2,"38",5.3,"13","0.364","0.818","0.45",17.4,15.4,9.1,"0.347","0.643","0.41",54.5
"Montgomery, Jordan",656756,"TEX","FC","Cutter",-2.5,-1,"47",1.6,"13","0.417","0.667","0.485",31,38.5,29.4,"0.37","0.621","0.446",57.1
"Diaz, Jhonathan",646242,"LAA","SL","Slider",-2.4,-1,"52",32.5,"13","0.4","0.6","0.438",40,23.1,20,"0.283","0.365","0.327",50
"Nicolas, Kyle",693312,"PIT","SL","Slider",-4.8,-2,"41",36.9,"13","0.308","0.615","0.388",32,30.8,25,"0.226","0.401","0.27",66.7
"Suero, Wander",593833,"LAD","CH","Changeup",-0.3,0,"59",37.1,"13","0.25","0.25","0.262",30.4,30.8,21.1,"0.185","0.239","0.226",25
"Stone, Gavin",694813,"LAD","SL","Slider",-3.7,-1,"35",6.4,"13","0.385","0.385","0.346",40,23.1,27.3,"0.367","0.449","0.356",20
"Solomon, Peter",656981,"AZ","FC","Cutter",-1.3,0,"35",14.8,"13","0.25","0.5","0.342",30,0,0,"0.356","0.531","0.408",50
"Thompson, Keegan",624522,"CHC","CUKC","Curveball",0.8,1,"73",15.3,"13","0.231","0.231","0.208",33.3,15.4,7.1,"0.222","0.355","0.245",27.3
"Cuas, Jose",621016,"CHC","CH","Changeup",-10.5,-5,"48",4.1,"13","0.333","0.917","0.527",25,23.1,20,"0.262","0.534","0.364",55.6
"Rodríguez, Dereck",605446,"ATL","FF","4-Seamer",2.9,1,"35",36.1,"13","0.333","0.333","0.369",0,0,0,"0.3","0.385","0.379",30
"Wittgren, Nick",621295,"KC","CH","Changeup",-6.6,-4,"56",11.9,"13","0.417","0.75","0.512",17.4,0,0,"0.351","0.639","0.443",16.7
"Pruitt, Austin",643493,"OAK","CH","Changeup",2.4,1,"46",6.1,"13","0.308","0.385","0.304",20,15.4,28.6,"0.3","0.598","0.375",45.5
"Clevinger, Mike",605182,"CWS","SIFT","Sinker",2.8,2,"54",2.6,"13","0.182","0.182","0.246",28.6,15.4,28.6,"0.298","0.327","0.343",22.2
"Francis, Bowden",670102,"TOR","SL","Slider",1.8,1,"78",14.5,"13","0.091","0.182","0.204",25.8,7.7,5,"0.289","0.502","0.392",50
"McAllister, Zach",502083,"NYY","SIFT","Sinker",-6.9,-5,"70",56.9,"13","0.417","1.167","0.719",12.2,7.7,3.7,"0.361","0.764","0.49",54.5
"Latz, Jake",656641,"TEX","FF","4-Seamer",4,2,"52",54.2,"13","0.1","0.1","0.231",19.2,7.7,5.9,"0.19","0.294","0.319",44.4
"Jiménez, Joe",641729,"ATL","CH","Changeup",1.7,1,"66",7.1,"13","0.1","0.1","0.177",32,15.4,7.1,"0.179","0.263","0.316",44.4
"Flaherty, Jack",656427,"BAL","CH","Changeup",-0.6,0,"86",3.3,"13","0.154","0.154","0.208",8.3,7.7,12.5,"0.195","0.217","0.181",8.3
"Kolarek, Adam",592473,"NYM","SIFT","Sinker",0.6,0,"64",77.1,"13","0.182","0.182","0.208",17.9,23.1,21.4,"0.193","0.25","0.234",22.2
"McCaughan, Darren",670766,"SEA","ST","Sweeper",1.8,1,"60",53.6,"13","0.167","0.167","0.192",57.9,61.5,42.1,"0.1","0.223","0.177",75
"De Jesus, Enmanuel",646241,"MIA","FF","4-Seamer",-5.6,-2,"43",31.6,"12","0.286","0.429","0.471",17.6,8.3,5.9,"0.344","0.487","0.5",66.7
"Stewart, Brock",592779,"MIN","CH","Changeup",-2.8,-1,"37",8.4,"12","0.3","0.5","0.4",25,16.7,13.3,"0.23","0.309","0.309",62.5
"Dunning, Dane",641540,"TEX","CUKC","Curveball",-1.1,-1,"127",4.7,"12","0.25","0.25","0.383",50,16.7,10.5,"0.389","0.472","0.484",50
"Stallings, Jacob",607732,"MIA","CH","Changeup",-4.6,-1,"32",34.8,"12","0.5","0.917","0.6",0,0,0,"0.343","0.656","0.423",50
"Díaz, Miguel",622766,"DET","FF","4-Seamer",3.7,2,"44",21.2,"12","0.091","0.182","0.163",31.8,41.7,38.5,"0.066","0.07","0.116",16.7
"Almonte, Yency",622075,"LAD","CH","Changeup",-7.7,-4,"52",6.5,"12","0.5","0.833","0.571",15.8,0,0,"0.452","0.837","0.546",41.7
"Kelly, Michael",547184,"CLE","SL","Slider",4.2,2,"45",16.5,"12","0.182","0.182","0.208",26.1,8.3,16.7,"0.302","0.375","0.33",20
"Faucher, Calvin",676534,"TB","CUKC","Curveball",-3.7,-2,"56",10.9,"12","0.364","0.364","0.358",25,25,12,"0.258","0.29","0.281",25
"Sands, Cole",663485,"MIN","CUKC","Curveball",-0.2,0,"78",18.9,"12","0.25","0.417","0.283",17.4,41.7,13.9,"0.167","0.206","0.161",28.6
"Schreiber, John",670167,"BOS","CH","Changeup",0.8,1,"68",8.3,"12","0.167","0.25","0.179",34.6,33.3,18.2,"0.174","0.229","0.176",37.5
"Sherriff, Ryan",595411,"BOS","SL","Slider",1.8,1,"46",44.2,"12","0.2","0.3","0.238",38.9,25,18.8,"0.243","0.275","0.253",0
"Allen, Logan",671106,"CLE","SL","Slider",-1.5,-1,"63",3,"12","0.273","0.273","0.283",33.3,25,18.8,"0.217","0.249","0.246",50
"Zimmermann, Bruce",669145,"BAL","CH","Changeup",0.5,0,"50",23.3,"12","0.333","0.333","0.375",25,8.3,8.3,"0.373","0.556","0.403",27.3
"Lynch IV, Daniel",663738,"KC","CUKC","Curveball",-2.2,-2,"69",8.5,"12","0.417","0.667","0.467",22.7,0,0,"0.387","0.657","0.443",50
"Sulser, Cole",642121,"AZ","FF","4-Seamer",-7.2,-2,"34",40.5,"12","0.364","1","0.571",31.3,16.7,33.3,"0.426","0.963","0.592",66.7
"Nogosek, Stephen",668665,"NYM","ST","Sweeper",-0.5,0,"83",17,"12","0.182","0.455","0.3",19.2,8.3,4.8,"0.243","0.734","0.427",40
"Woodford, Jake",663765,"STL","CUKC","Curveball",-2.5,-2,"92",10.1,"12","0.455","0.727","0.525",20,8.3,3.4,"0.316","0.585","0.41",40
"Boxberger, Brad",502202,"CHC","CH","Changeup",-3.2,-1,"44",13,"12","0.167","0.583","0.3",47.4,41.7,29.4,"0.236","0.462","0.291",42.9
"Alexander, Scott",518397,"SF","CH","Changeup",-0.4,0,"57",8.2,"12","0.167","0.25","0.179",34.6,33.3,20,"0.218","0.27","0.214",37.5
"Sanmartin, Reiver",665665,"CIN","FF","4-Seamer",0.1,0,"41",13.2,"12","0.1","0.2","0.221",27.8,25,13.6,"0.116","0.198","0.226",14.3
"Frías, Luis",666818,"AZ","SL","Slider",0,0,"63",11.7,"12","0.167","0.25","0.254",26.9,41.7,16.1,"0.108","0.133","0.106",28.6
"Ford, Mike",645801,"SEA","FA","N/A",-4.8,-2,"40",95.2,"12","0.455","1.091","0.646",0,0,0,"0.436","1.062","0.627",45.5
"Law, Derek",571882,"CIN","CH","Changeup",-2.4,-1,"47",4.9,"12","0.167","0.167","0.3",22.7,16.7,8.7,"0.297","0.359","0.284",20
"Saalfrank, Andrew",685314,"AZ","CUKC","Curveball",0.2,0,"58",37.2,"12","0.25","0.25","0.225",35.7,50,22.2,"0.196","0.235","0.189",33.3
"Funderburk, Kody",681892,"MIN","SIFT","Sinker",6.7,3,"45",23.4,"12","0","0","0.058",16.7,41.7,71.4,"0.138","0.153","0.176",50
"Legumina, Casey",668984,"CIN","SL","Slider",-8.8,-4,"41",17.7,"12","0.364","0.636","0.446",29.4,16.7,16.7,"0.395","0.497","0.412",44.4
"Thornton, Trent",663423,"SEA","SL","Slider",2,1,"44",9.6,"12","0.167","0.25","0.179",10,16.7,18.2,"0.117","0.14","0.117",10
"Puk, A.J.",640462,"MIA","SIFT","Sinker",1.8,1,"48",5.1,"12","0.273","0.273","0.283",28,0,0,"0.216","0.249","0.249",27.3
"Tarnok, Freddy",676206,"OAK","SL","Slider",-2,-2,"74",25.8,"12","0.2","0.8","0.45",21.4,33.3,14.8,"0.177","0.544","0.361",50
"Nicolas, Kyle",693312,"PIT","FF","4-Seamer",-1.9,-1,"62",55.9,"12","0.429","0.571","0.546",22.2,16.7,12.5,"0.16","0.249","0.392",60
"Espino, Paolo",502179,"WSH","FF","4-Seamer",-14,-5,"36",35.6,"12","0.778","1.333","0.85",0,8.3,12.5,"0.68","1.042","0.728",75
"Alberto, Hanser",593643,"CWS","FA","N/A",-10.2,-3,"33",100,"12","0.545","0.818","0.6",0,8.3,20,"0.384","0.696","0.478",40
"Lopez, Jacob",682052,"TB","CH","Changeup",-2.3,-1,"32",16.6,"12","0.333","0.417","0.404",11.8,8.3,11.1,"0.267","0.414","0.292",36.4
"Heasley, Jonathan",669169,"KC","CUKC","Curveball",0.7,0,"47",21.3,"12","0.167","0.333","0.227",18.5,8.3,5.3,"0.35","0.544","0.381",36.4
"Wantz, Andrew",681806,"LAA","CH","Changeup",-1.5,-1,"42",6.4,"12","0.167","0.25","0.179",44.4,41.7,16.7,"0.209","0.279","0.213",14.3
"Diaz, Jhonathan",646242,"LAA","FF","4-Seamer",-4.7,-3,"53",33.1,"12","0.25","0.375","0.488",11.1,8.3,9.1,"0.232","0.322","0.396",28.6
"Nelson, Nick",656793,"PHI","FF","4-Seamer",0.5,0,"30",43.5,"12","0.182","0.455","0.3",11.8,0,0,"0.308","0.587","0.407",36.4
"Scott, Tayler",605463,"OAK","CH","Changeup",0.1,0,"38",11.2,"12","0.125","0.5","0.4",50,33.3,22.2,"0.19","0.516","0.429",50
"Kerkering, Orion",689147,"PHI","ST","Sweeper",0.5,0,"51",85,"12","0.2","0.2","0.342",40,33.3,30.8,"0.232","0.262","0.299",33.3
"Moore, McKinley",686842,"PHI","FF","4-Seamer",-4.2,-2,"48",55.8,"12","0.375","0.625","0.517",20,8.3,7.1,"0.198","0.259","0.366",42.9
"Alexander, Tyler",641302,"DET","SL","Slider",0.8,0,"60",8.8,"12","0.25","0.333","0.254",18.5,16.7,10.5,"0.158","0.265","0.179",10
"Díaz, Miguel",622766,"DET","SIFT","Sinker",0.6,0,"56",26.9,"12","0.333","0.333","0.4",4.2,0,0,"0.313","0.361","0.403",44.4
"Hill, Tim",657612,"SD","FC","Cutter",-8.8,-3,"31",4.3,"12","0.5","1","0.642",13.3,16.7,22.2,"0.229","0.3","0.308",50
"Andrews, Clayton",677076,"MIL","FF","4-Seamer",-10.9,-5,"44",50.6,"12","0.545","1.364","0.783",5,8.3,12.5,"0.435","1.094","0.646",70
"Plassmeyer, Michael",674681,"PHI","FF","4-Seamer",-9.9,-5,"52",61.2,"12","0.455","1.273","0.708",25.8,25,25,"0.352","0.956","0.555",50
"Hernandez, Nick",663321,"SD","SL","Slider",-1,-1,"59",72.8,"12","0.2","0.5","0.358",30.3,41.7,26.3,"0.172","0.345","0.299",40
"Martinez, Justin",679885,"AZ","FS","Splitter",3,2,"57",24.2,"12","0.083","0.167","0.104",58.3,66.7,29.6,"0.077","0.109","0.08",0
"Heller, Ben",621294,"ATL","CH","Changeup",-12,-5,"39",12.7,"12","0.5","1","0.642",32,16.7,9.1,"0.349","0.58","0.445",62.5
"Marte, José",665896,"LAA","FF","4-Seamer",-7.2,-4,"53",30.6,"11","0.429","0.857","0.682",30,18.2,16.7,"0.315","0.813","0.554",60
"Kuhnel, Joel",669270,"HOU","SL","Slider",-1.2,-1,"44",22.6,"11","0.273","0.545","0.345",28.6,18.2,13.3,"0.285","0.51","0.342",44.4
"Guerra, Javy",642770,"TB","ST","Sweeper",-8.3,-5,"57",15.7,"11","0.4","0.7","0.491",26.7,9.1,5.6,"0.279","0.562","0.386",22.2
"Ramírez, Erasmo",541640,"TB","FF","4-Seamer",0.9,0,"48",5,"11","0.222","0.222","0.227",21.4,0,0,"0.205","0.289","0.259",30
"Ortega, Oliver",661383,"MIN","SIFT","Sinker",2.2,1,"41",17.2,"11","0.125","0.125","0.273",7.7,0,0,"0.316","0.479","0.439",37.5
"Santana, Dennis",642701,"NYM","SIFT","Sinker",-5,-3,"60",27.1,"11","0.444","1","0.618",14.3,9.1,8.3,"0.411","0.68","0.504",37.5
"Smith-Shawver, AJ",700363,"ATL","CUKC","Curveball",-4.8,-3,"55",12.1,"11","0.364","0.636","0.427",25,27.3,13.6,"0.341","0.463","0.346",50
"Morejon, Adrian",670970,"SD","SL","Slider",0.6,0,"31",19.3,"11","0.222","0.333","0.323",6.7,9.1,6.7,"0.252","0.512","0.389",50
"Díaz, Miguel",622766,"DET","SL","Slider",5.1,3,"52",25,"11","0","0","0",33.3,36.4,30.8,"0.166","0.261","0.185",42.9
"Stephens, Jackson",623451,"ATL","FF","4-Seamer",3,1,"40",17.7,"11","0.182","0.182","0.164",33.3,36.4,22.2,"0.164","0.213","0.163",57.1
"McAllister, Zach",502083,"NYY","FC","Cutter",-1.6,-1,"36",29.3,"11","0.364","0.364","0.409",21.7,27.3,21.4,"0.358","0.436","0.347",50
"Vargas, Carlos",672841,"AZ","FC","Cutter",-0.7,0,"30",37,"11","0.222","0.889","0.491",46.2,36.4,36.4,"0.288","0.917","0.529",80
"Rasmussen, Drew",656876,"TB","CUKC","Curveball",3,1,"49",7.3,"11","0.2","0.2","0.164",26.1,27.3,20,"0.161","0.219","0.153",37.5
"Contreras, Roansy",672710,"PIT","CH","Changeup",-0.2,0,"44",3.9,"11","0.273","0.273","0.245",5.9,0,0,"0.307","0.353","0.29",9.1
"Smeltzer, Devin",656970,"MIA","CUKC","Curveball",-3.9,-2,"54",15,"11","0.3","0.9","0.509",8.3,0,0,"0.392","0.996","0.587",60
"Ramírez, Erasmo",541640,"TB","SL","Slider",4.3,2,"53",5.5,"11","0.091","0.091","0.082",65.5,72.7,27.6,"0.093","0.102","0.086",0
"Marte, José",665896,"LAA","SIFT","Sinker",-0.9,0,"43",24.9,"11","0.222","0.556","0.391",0,0,0,"0.281","0.549","0.424",22.2
"Guerra, Javy",642770,"TB","SL","Slider",3.6,2,"58",16,"11","0","0","0.064",27.8,18.2,20,"0.152","0.203","0.202",12.5
"Harvey, Hunter",640451,"WSH","CUKC","Curveball",2.3,2,"71",7.4,"11","0.1","0.1","0.145",23.3,0,0,"0.302","0.355","0.323",40
"Mederos, Victor",682989,"LAA","SIFT","Sinker",-4.2,-2,"38",57.6,"11","0.444","0.444","0.455",15.4,9.1,10,"0.246","0.266","0.313",12.5
"Waites, Cole",686972,"SF","FF","4-Seamer",-1.4,-1,"45",69.2,"11","0.4","0.4","0.391",17.4,18.2,13.3,"0.307","0.5","0.378",50
"Espino, Paolo",502179,"WSH","ST","Sweeper",-8.7,-3,"37",36.6,"11","0.6","0.6","0.491",22.2,9.1,20,"0.5","0.623","0.446",30
"Doyle, Tommy",656382,"COL","SL","Slider",4.9,1,"28",8,"11","0.1","0.1","0.145",46.7,36.4,30.8,"0.162","0.184","0.199",16.7
"Santana, Dennis",642701,"NYM","CH","Changeup",5.9,2,"32",14.5,"11","0.2","0.2","0.164",38.9,27.3,21.4,"0.252","0.305","0.221",25
"Smith-Shawver, AJ",700363,"ATL","CH","Changeup",4.8,2,"48",10.6,"11","0","0","0",50,63.6,33.3,"0.077","0.098","0.076",0
"Navarro, Edgar",679346,"CWS","SL","Slider",-2.1,-1,"53",35.3,"11","0.3","0.4","0.341",31.8,45.5,23.8,"0.292","0.335","0.312",40
"Stripling, Ross",548389,"SF","CUKC","Curveball",0.4,1,"144",9.9,"11","0.2","0.2","0.227",20.6,9.1,9.1,"0.228","0.263","0.257",33.3
"Bello, Brayan",678394,"BOS","FC","Cutter",-7.3,-3,"38",1.5,"11","0.455","1.182","0.673",22.7,18.2,18.2,"0.279","0.596","0.364",55.6
"Castillo, Diego",650895,"SEA","SIFT","Sinker",-0.6,0,"35",21.6,"11","0.3","0.7","0.441",23.5,9.1,20,"0.287","0.598","0.403",33.3
"Bleier, Richard",542947,"BOS","SL","Slider",-1.1,0,"46",10.1,"11","0.2","0.6","0.359",40,18.2,14.3,"0.16","0.341","0.253",25
"Moran, Jovani",663558,"MIN","SL","Slider",-4.5,-2,"54",7.2,"11","0.444","0.444","0.455",40.9,18.2,18.2,"0.218","0.255","0.296",0
"Garcia, Luis",677651,"HOU","SL","Slider",2.4,1,"58",12.5,"11","0.1","0.3","0.209",32,27.3,16.7,"0.104","0.184","0.171",14.3
"Kriske, Brooks",621139,"KC","FS","Splitter",-0.5,0,"45",48.9,"11","0.125","0.5","0.373",55,36.4,19,"0.218","0.598","0.434",25
"Milone, Tommy",543548,"SEA","FF","4-Seamer",-1.6,-1,"61",37.4,"11","0.2","0.5","0.409",6.9,9.1,5,"0.198","0.506","0.329",33.3
"Bard, Daniel",453268,"COL","SV","Slurve",-8.6,-3,"31",3.3,"11","0.143","0.571","0.436",14.3,18.2,9.1,"0.276","0.756","0.523",40
"Cuas, Jose",621016,"CHC","ST","Sweeper",-1.6,-1,"42",3.6,"11","0","0","0.191",64.3,45.5,26.3,"0.117","0.124","0.268",0
"Woodruff, Brandon",605540,"MIL","CUKC","Curveball",0.2,0,"82",7.9,"11","0.182","0.455","0.264",40.9,18.2,11.8,"0.297","0.621","0.385",66.7
"Hernández, Jonathan",642546,"TEX","CH","Changeup",-0.2,0,"54",9.8,"11","0.2","0.2","0.227",37.9,18.2,15.4,"0.113","0.124","0.16",0
"Wolf, Jackson",680232,"SD","FF","4-Seamer",-1.6,-1,"34",45.3,"11","0.364","0.455","0.359",0,0,0,"0.36","0.43","0.346",45.5
"Rucker, Michael",621074,"CHC","CUKC","Curveball",-1.7,-1,"74",10.3,"11","0.273","0.545","0.341",29.4,45.5,25,"0.17","0.231","0.174",66.7
"Sheehan, Emmet",686218,"LAD","ST","Sweeper",2.1,1,"40",3.9,"11","0.091","0.182","0.114",41.2,54.5,27.3,"0.123","0.268","0.166",20
"Hill, Garrett",682051,"DET","CH","Changeup",-19.2,-6,"30",9.7,"11","0.6","1","0.686",29.4,9.1,8.3,"0.393","0.629","0.461",44.4
"Norris, Daniel",596057,"CLE","SL","Slider",-2,-1,"36",14,"11","0.111","0.444","0.391",13.3,9.1,11.1,"0.312","0.745","0.483",50
"Bubic, Kris",663460,"KC","SL","Slider",0.6,0,"39",14.8,"11","0.182","0.182","0.164",26.9,45.5,22.7,"0.196","0.241","0.191",66.7
"Alcala, Jorge",660896,"MIN","FF","4-Seamer",-3.2,-2,"72",22.6,"11","0.333","1.111","0.686",25,18.2,12.5,"0.266","0.758","0.475",71.4
"Vosler, Jason",613564,"CIN","FA","N/A",-4.9,-1,"25",100,"11","0.455","0.455","0.409",11.1,0,0,"0.194","0.233","0.188",18.2
"White, Brendan",686839,"DET","SIFT","Sinker",0.3,0,"45",6.7,"11","0.4","0.4","0.34",5,0,0,"0.371","0.414","0.383",40
"González, Victor",624647,"LAD","CH","Changeup",6.7,2,"33",6.5,"11","0.1","0.1","0.145",31.3,36.4,50,"0.119","0.17","0.178",33.3
"Bracho, Silvino",611093,"CIN","FF","4-Seamer",5.5,3,"55",43.7,"11","0.111","0.111","0.209",35,27.3,20,"0.195","0.228","0.28",0
"Abbott, Cory",676265,"WSH","SL","Slider",-3.8,-2,"48",6.8,"11","0.3","0.9","0.509",21.7,9.1,6.3,"0.204","0.44","0.309",22.2
"Rutledge, Jackson",671131,"WSH","SIFT","Sinker",0.2,0,"50",14.5,"11","0.273","0.364","0.277",23.8,0,0,"0.333","0.518","0.363",36.4
"Funderburk, Kody",681892,"MIN","SL","Slider",4.2,2,"49",25.5,"11","0.091","0.091","0.082",50,81.8,28.1,"0.086","0.104","0.083",50
"Coonrod, Sam",656322,"NYM","SIFT","Sinker",-5.1,-2,"38",25.9,"11","0.286","0.286","0.418",8.3,0,0,"0.401","0.459","0.493",57.1
"Hernández, Daysbel",678226,"ATL","FF","4-Seamer",3.4,1,"40",48.2,"11","0.111","0.111","0.209",35,36.4,33.3,"0.209","0.39","0.335",80
"Sandlin, Nick",680704,"CLE","FS","Splitter",-3.5,-2,"44",4.4,"11","0.4","1","0.591",36.4,18.2,16.7,"0.364","0.713","0.477",62.5
"Boyd, Matthew",571510,"DET","CUKC","Curveball",-5.7,-5,"87",7.4,"10","0.4","1","0.58",18.2,10,12.5,"0.475","1.073","0.644",55.6
"Kirby, George",669923,"SEA","CH","Changeup",-6.3,-3,"51",1.8,"10","0.5","0.9","0.595",12.5,0,0,"0.468","0.872","0.564",40
"Cueto, Johnny",456501,"MIA","FC","Cutter",-1.1,0,"24",2.8,"10","0.222","0.333","0.285",10,20,28.6,"0.165","0.243","0.23",14.3
"Brash, Matt",666374,"SEA","SIFT","Sinker",-2.4,-1,"39",3,"10","0.25","0.375","0.355",26.3,20,18.2,"0.149","0.166","0.25",0
"Flexen, Chris",623167,"COL","SIFT","Sinker",-7.2,-2,"30",1.7,"10","0.556","0.667","0.555",12.5,0,0,"0.392","0.656","0.47",55.6
"Suárez, Andrew",605498,"STL","CUKC","Curveball",-1.6,-1,"57",10.9,"10","0.2","0.5","0.29",11.8,20,11.8,"0.281","0.706","0.41",37.5
"Herget, Kevin",643361,"CIN","FC","Cutter",-1.3,-1,"51",12.2,"10","0.333","0.444","0.375",30,0,0,"0.405","0.53","0.435",44.4
"Lopez, Nicky",670032,"ATL","FA","N/A",-2.4,-1,"33",78.6,"10","0.375","0.75","0.52",16.7,0,0,"0.336","0.59","0.457",50
"Hader, Josh",623352,"SD","CH","Changeup",-0.4,0,"35",3.4,"10","0.111","0.111","0.16",21.4,40,15.4,"0.161","0.229","0.222",40
"Staumont, Josh",622251,"KC","SIFT","Sinker",-0.3,0,"40",11.1,"10","0","0","0.28",22.7,30,23.1,"0.121","0.339","0.395",33.3
"Richardson, Lyon",680689,"CIN","SIFT","Sinker",5.3,2,"31",9.4,"10","0.222","0.222","0.25",5.9,20,25,"0.202","0.257","0.248",14.3
"Martin, Chris",455119,"BOS","ST","Sweeper",-1.7,0,"29",4,"10","0.3","0.3","0.27",26.7,30,18.8,"0.315","0.362","0.296",42.9
"Woo, Bryan",693433,"SEA","CH","Changeup",-2.2,-1,"52",3.6,"10","0.4","0.4","0.36",22.2,20,13.3,"0.449","0.546","0.433",62.5
"Anderson, Chase",502624,"COL","CUKC","Curveball",-2.5,-1,"58",4,"10","0.3","0.9","0.49",12.5,20,14.3,"0.316","0.861","0.487",75
"Paxton, James",572020,"BOS","SIFT","Sinker",7.6,2,"25",1.5,"10","0.222","0.222","0.25",23.1,40,44.4,"0.255","0.298","0.291",80
"Taylor, Josh",657031,"KC","SIFT","Sinker",-5.3,-2,"41",12,"10","0.556","0.889","0.63",18.8,30,33.3,"0.259","0.587","0.39",83.3
"Soriano, José",667755,"LAA","SL","Slider",0.5,0,"33",4.8,"10","0.143","0.571","0.41",62.5,50,33.3,"0.193","0.61","0.441",100
"Loup, Aaron",571901,"LAA","CUKC","Curveball",-3.3,-1,"34",4.1,"10","0.3","0.4","0.305",27.8,30,17.6,"0.225","0.305","0.234",14.3
"McCaughan, Darren",670766,"SEA","SIFT","Sinker",-4.3,-1,"35",31.3,"10","0.5","1","0.735",12.5,10,10,"0.269","0.627","0.439",42.9
